DATAFLOW,LAST UPDATE,freq,unit,sex,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Latvia,2019,54.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Latvia,2020,54.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Latvia,2021,55.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Latvia,2022,55.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2005,70.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2006,69.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2007,71.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2008,72.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2009,71.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2010,71.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2011,70.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2012,72.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2013,72.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2014,74.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2015,74.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2016,72.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2017,73.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2018,73.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2019,73.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2020,70.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2021,68.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Malta,2022,70.3,p
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2005,63.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2006,63.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2007,64.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2008,59.9,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2009,60.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2010,60.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2011,59.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2012,58.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2013,57.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2014,59.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2015,57.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2016,57.8,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2017,57.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2018,57.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2019,59.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2020,59.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2021,59.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Netherlands,2022,56.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2004,65.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2005,64.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2006,63.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2007,66.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2008,69.0,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2009,67.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2010,69.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2011,76.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2012,70.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2013,68.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2014,69.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2015,68.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2016,67.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2017,70.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2018,69.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2019,68.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2020,66.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Norway,2022,64.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2005,66.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2006,62.9,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2007,61.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2008,63.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2009,62.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2010,62.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2011,63.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2012,62.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2013,62.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2014,62.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2015,63.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2016,64.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2017,63.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2018,64.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2019,64.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2020,64.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2021,64.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Poland,2022,64.1,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2004,52.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2005,57.1,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2006,58.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2007,57.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2008,57.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2009,56.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2010,56.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2011,58.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2012,62.6,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2013,62.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2014,55.4,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2015,55.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2016,57.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2017,57.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2018,57.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2019,57.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2020,58.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2021,57.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Portugal,2022,58.0,bp
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2007,62.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2008,62.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2009,61.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2010,57.5,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2011,57.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2012,57.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2013,58.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2014,59.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2015,59.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2016,59.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2017,58.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2018,59.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2019,60.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2020,60.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2021,58.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Romania,2022,59.3,e
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2004,60.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2005,63.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2006,67.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2007,66.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2008,64.2,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2009,65.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2010,65.5,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2011,64.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2013,65.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2014,72.8,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2015,72.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2016,73.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2017,71.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2018,72.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2019,72.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2020,72.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2021,67.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Sweden,2022,65.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2005,60.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2006,61.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2007,62.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2008,60.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2009,61.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2010,54.6,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2011,53.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2012,55.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2013,59.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2014,59.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2015,57.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2016,57.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2017,54.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2018,54.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2019,61.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2020,66.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2021,67.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovenia,2022,68.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2005,56.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2006,54.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2007,56.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2008,52.5,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2009,52.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2010,52.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2011,52.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2012,53.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2013,54.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2014,54.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2015,55.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2016,57.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2017,55.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2018,56.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2019,56.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2020,57.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2021,57.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,Slovakia,2022,58.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2005,65.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2006,64.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2007,66.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2008,66.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2009,66.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2010,65.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2011,65.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2012,64.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2013,64.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2014,64.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2015,63.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2016,63.1,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2017,62.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Females,Healthy life years in absolute value at birth,United Kingdom,2018,60.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2004,58.3,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2005,57.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2006,58.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2007,58.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2008,58.5,b
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2009,59.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2010,59.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2011,59.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2012,60.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2013,59.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2014,57.6,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2015,57.9,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2016,57.0,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2017,57.4,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2018,56.8,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2019,56.7,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2020,58.2,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2021,61.5,
ESTAT:HLTH_HLYE(1.0),11/06/24 23:00:00,Annual,Year,Males,Healthy life years in absolute value at birth,Austria,2022,60.6,
