DATAFLOW,LAST UPDATE,freq,hhtyp,incgrp,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Finland,2017,28.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Finland,2018,27.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Finland,2019,26.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Finland,2020,25.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Finland,2021,23.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Finland,2022,23.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Finland,2023,26.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2004,34.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2005,35.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2006,33.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2007,34.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2008,34.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2009,32.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2010,33.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2011,33.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2012,33.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2013,34.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2014,33.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2015,32.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2016,31.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2017,29.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2018,31.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2019,30.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2020,30.5,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2021,27.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2022,31.4,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,France,2023,29.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2010,62.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2011,64.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2012,67.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2013,65.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2014,63.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2015,59.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2016,57.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2017,56.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2018,52.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2019,51.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2020,48.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2021,46.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2022,44.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Croatia,2023,41.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2005,57.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2006,52.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2007,67.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2008,67.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2009,75.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2010,73.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2011,74.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2012,75.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2013,74.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2014,75.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2015,72.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2016,50.8,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2017,31.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2018,33.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2019,33.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2020,35.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2021,34.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2022,33.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Hungary,2023,31.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2003,19.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2004,21.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2005,22.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2006,38.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2007,39.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2008,41.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2009,48.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2010,49.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2011,54.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2012,56.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2013,55.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2014,54.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2015,50.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2016,45.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2017,41.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2018,37.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2019,37.1,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2020,33.4,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2021,29.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2022,33.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Ireland,2023,34.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2004,33.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2005,35.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2006,30.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2007,27.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2008,25.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2009,27.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2010,33.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2011,37.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2012,34.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2013,33.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2014,34.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2015,36.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2016,30.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2017,29.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2018,25.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Iceland,2019,24.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2004,26.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2005,28.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2006,27.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2007,32.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2008,31.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2009,33.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2010,33.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2011,38.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2012,42.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2013,40.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2014,38.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2015,39.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2016,40.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2017,38.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2018,35.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2019,33.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2020,32.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2021,32.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2022,32.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Italy,2023,28.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2005,65.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2006,57.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2007,42.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2008,40.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2009,53.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2010,62.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2011,61.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2012,60.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2013,56.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2014,54.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2015,53.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2016,53.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2017,50.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2018,48.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2019,46.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2020,41.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2021,36.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2022,39.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Lithuania,2023,40.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2003,15.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2004,12.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2005,21.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2006,18.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2007,21.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2008,19.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2009,25.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2010,24.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2011,23.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2012,24.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2013,23.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2014,23.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2015,23.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2016,21.9,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2017,20.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2018,19.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2019,16.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2020,22.5,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2021,21.3,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2022,18.8,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Luxembourg,2023,24.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2005,71.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2006,68.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2007,61.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2008,57.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2009,71.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2010,78.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2011,80.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2012,73.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2013,69.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2014,67.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2015,60.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2016,60.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2017,59.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2018,55.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2019,49.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2020,45.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2021,41.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2022,44.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Latvia,2023,44.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Montenegro,2013,73.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Montenegro,2014,72.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Montenegro,2015,72.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Montenegro,2016,71.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Montenegro,2017,73.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Montenegro,2018,71.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Montenegro,2019,58.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Montenegro,2020,62.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Montenegro,2021,61.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Montenegro,2022,59.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,North Macedonia,2010,35.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,North Macedonia,2011,64.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,North Macedonia,2012,64.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,North Macedonia,2013,62.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,North Macedonia,2014,61.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,North Macedonia,2015,58.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,North Macedonia,2016,58.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,North Macedonia,2017,56.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,North Macedonia,2018,54.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,North Macedonia,2019,57.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,North Macedonia,2020,50.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2005,33.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2006,32.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2007,33.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2008,32.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2009,29.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2010,28.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2011,27.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2012,25.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2013,23.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2014,24.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2015,21.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2016,20.8,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2017,15.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2018,13.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2019,15.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2020,16.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2021,15.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2022,15.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Malta,2023,15.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2005,25.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2006,23.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2007,21.3,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2008,19.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2009,18.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2010,22.2,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2011,21.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2012,22.0,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2013,23.4,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2014,23.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2015,22.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2016,22.5,b
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2017,20.7,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2018,21.5,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2019,21.9,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2020,19.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2021,15.1,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2022,14.6,
ESTAT:ILC_MDES04(1.0),06/12/24 23:00:00,Annual,Total,Total,Percentage,Netherlands,2023,15.9,
